date,route,market,bookings,avg_fare_hkd,load_factor,search_volume_index
2024-10-28,HKG-SYD,AU,174,4235,0.797,1195
2024-10-29,HKG-SYD,AU,180,4150,0.782,1026
2024-10-30,HKG-SYD,AU,177,4357,0.753,1041
2024-10-31,HKG-SYD,AU,169,4801,0.767,1323
2024-11-01,HKG-SYD,AU,182,4726,0.742,1425
2024-11-02,HKG-SYD,AU,198,4171,0.801,1553
2024-11-03,HKG-SYD,AU,181,4722,0.824,1270
2024-11-04,HKG-SYD,AU,202,4606,0.792,1591
2024-11-05,HKG-SYD,AU,155,4753,0.836,929
2024-11-06,HKG-SYD,AU,180,4496,0.782,1103
2024-11-07,HKG-SYD,AU,191,5204,0.82,1124
2024-11-08,HKG-SYD,AU,166,4370,0.738,1271
2024-11-09,HKG-SYD,AU,172,4541,0.741,948
2024-11-10,HKG-SYD,AU,177,4214,0.777,1256
2024-11-11,HKG-SYD,AU,178,4995,0.731,1368
2024-11-12,HKG-SYD,AU,183,4686,0.803,1550
2024-11-13,HKG-SYD,AU,160,4647,0.764,987
2024-11-14,HKG-SYD,AU,161,4630,0.852,1254
2024-11-15,HKG-SYD,AU,174,4890,0.808,1367
2024-11-16,HKG-SYD,AU,177,4687,0.77,1064
2024-11-17,HKG-SYD,AU,213,5100,0.819,1615
2024-11-18,HKG-SYD,AU,178,4553,0.817,1365
2024-11-19,HKG-SYD,AU,175,4470,0.852,1035
2024-11-20,HKG-SYD,AU,202,4727,0.81,1349
2024-11-21,HKG-SYD,AU,182,5155,0.76,1148
2024-11-22,HKG-SYD,AU,182,4602,0.776,1437
2024-11-23,HKG-SYD,AU,193,4483,0.804,1121
2024-11-24,HKG-SYD,AU,176,4696,0.788,1325
2024-11-25,HKG-SYD,AU,184,4254,0.806,1490
2024-11-26,HKG-SYD,AU,175,3957,0.799,1466
2024-11-27,HKG-SYD,AU,180,5260,0.84,1323
2024-11-28,HKG-SYD,AU,176,4282,0.751,1435
2024-11-29,HKG-SYD,AU,190,4873,0.774,1364
2024-11-30,HKG-SYD,AU,150,4370,0.746,886
2024-12-01,HKG-SYD,AU,219,5112,0.808,1288
2024-12-02,HKG-SYD,AU,236,5233,0.815,1315
2024-12-03,HKG-SYD,AU,235,4941,0.821,1873
2024-12-04,HKG-SYD,AU,196,5917,0.759,1636
2024-12-05,HKG-SYD,AU,189,6076,0.78,1479
2024-12-06,HKG-SYD,AU,198,5210,0.791,1469
2024-12-07,HKG-SYD,AU,164,5194,0.78,1257
2024-12-08,HKG-SYD,AU,245,5093,0.853,1395
2024-12-09,HKG-SYD,AU,244,4934,0.793,1628
2024-12-10,HKG-SYD,AU,248,5246,0.876,1494
2024-12-11,HKG-SYD,AU,231,4901,0.827,1373
2024-12-12,HKG-SYD,AU,216,5275,0.789,1712
2024-12-13,HKG-SYD,AU,232,4929,0.766,1548
2024-12-14,HKG-SYD,AU,214,5117,0.827,1528
2024-12-15,HKG-SYD,AU,228,5129,0.863,1427
2024-12-16,HKG-SYD,AU,221,4676,0.819,1781
2024-12-17,HKG-SYD,AU,211,5434,0.829,1218
2024-12-18,HKG-SYD,AU,225,5249,0.835,1608
2024-12-19,HKG-SYD,AU,175,5071,0.802,1122
2024-12-20,HKG-SYD,AU,213,5481,0.812,1633
2024-12-21,HKG-SYD,AU,239,5122,0.819,1673
2024-12-22,HKG-SYD,AU,246,5036,0.789,1926
2024-12-23,HKG-SYD,AU,246,5459,0.871,1908
2024-12-24,HKG-SYD,AU,270,5267,0.805,1679
2024-12-25,HKG-SYD,AU,221,5416,0.786,1341
2024-12-26,HKG-SYD,AU,214,4985,0.834,1785
2024-12-27,HKG-SYD,AU,233,5034,0.858,1591
2024-12-28,HKG-SYD,AU,209,4669,0.807,1539
2024-12-29,HKG-SYD,AU,234,4974,0.816,1663
2024-12-30,HKG-SYD,AU,242,4950,0.787,1629
2023-01-01,HKG-NRT,JP,290,5285,0.85,2004
2023-01-02,HKG-NRT,JP,317,6248,0.827,2077
2023-01-03,HKG-NRT,JP,323,5792,0.819,2708
2023-01-04,HKG-NRT,JP,286,6207,0.791,1588
2023-01-05,HKG-NRT,JP,247,5917,0.793,1410
2023-01-06,HKG-NRT,JP,262,5505,0.774,1483
2023-01-07,HKG-NRT,JP,299,5367,0.834,1909
2023-01-08,HKG-NRT,JP,296,4931,0.777,2050
2023-01-09,HKG-NRT,JP,274,6250,0.817,1509
2023-01-10,HKG-NRT,JP,267,4798,0.803,2034
2023-01-11,HKG-NRT,JP,272,6006,0.791,1908
2023-01-12,HKG-NRT,JP,286,5462,0.791,2316
2023-01-13,HKG-NRT,JP,271,6108,0.784,1733
2023-01-14,HKG-NRT,JP,288,5813,0.816,2203
2023-01-15,HKG-NRT,JP,302,5419,0.847,2240
2023-01-16,HKG-NRT,JP,289,4863,0.761,1833
2023-01-17,HKG-NRT,JP,287,5752,0.816,2338
2023-01-18,HKG-NRT,JP,293,5689,0.733,1988
2023-01-19,HKG-NRT,JP,280,6355,0.859,2357
2023-01-20,HKG-NRT,JP,270,4914,0.85,1881
2023-01-21,HKG-NRT,JP,295,5692,0.857,1727
2023-01-22,HKG-NRT,JP,324,5823,0.818,2218
2023-01-23,HKG-NRT,JP,327,5532,0.82,2754
2023-01-24,HKG-NRT,JP,332,5281,0.825,2534
2023-01-25,HKG-NRT,JP,300,5383,0.874,2468
2023-01-26,HKG-NRT,JP,287,6408,0.798,2234
2023-01-27,HKG-NRT,JP,263,5540,0.756,1712
2023-01-28,HKG-NRT,JP,301,5493,0.815,2073
2023-01-29,HKG-NRT,JP,297,5709,0.837,1955
2023-01-30,HKG-NRT,JP,331,4865,0.828,2183
2023-01-31,HKG-NRT,JP,335,5097,0.784,2109
2023-02-01,HKG-NRT,JP,292,4941,0.83,1684
2023-02-02,HKG-NRT,JP,270,5359,0.828,2162
2023-02-03,HKG-NRT,JP,301,5549,0.745,1686
2023-02-04,HKG-NRT,JP,321,6172,0.841,2226
2023-02-05,HKG-NRT,JP,311,6487,0.78,2045
2023-02-06,HKG-NRT,JP,340,5424,0.801,2091
2023-02-07,HKG-NRT,JP,326,5446,0.795,2518
2023-02-08,HKG-NRT,JP,303,6245,0.846,1694
2023-02-09,HKG-NRT,JP,282,6267,0.853,1650
2023-02-10,HKG-NRT,JP,298,5563,0.786,1877
2023-02-11,HKG-NRT,JP,286,5408,0.787,2141
2023-02-12,HKG-NRT,JP,322,5161,0.875,2351
2023-02-13,HKG-NRT,JP,357,5546,0.827,3002
2023-02-14,HKG-NRT,JP,317,5537,0.847,2425
2023-02-15,HKG-NRT,JP,317,5880,0.864,2171
2023-02-16,HKG-NRT,JP,312,5568,0.797,2057
2023-02-17,HKG-NRT,JP,273,4976,0.822,2194
2023-02-18,HKG-NRT,JP,312,6067,0.763,2513
2023-02-19,HKG-NRT,JP,302,5968,0.772,1977
2023-02-20,HKG-NRT,JP,344,6095,0.833,2522
2023-02-21,HKG-NRT,JP,337,5521,0.802,2596
2023-02-22,HKG-NRT,JP,320,6019,0.836,2428
2023-02-23,HKG-NRT,JP,307,5617,0.806,1823
2023-02-24,HKG-NRT,JP,288,6017,0.77,2168
2023-02-25,HKG-NRT,JP,308,6343,0.853,2111
2023-02-26,HKG-NRT,JP,351,6224,0.806,2299
2023-02-27,HKG-NRT,JP,339,6122,0.883,2794
2023-02-28,HKG-NRT,JP,357,4616,0.833,2400
2023-03-01,HKG-NRT,JP,303,5795,0.848,2192
2023-03-02,HKG-NRT,JP,286,5464,0.761,1680
2023-03-03,HKG-NRT,JP,266,5686,0.797,2003
2023-03-04,HKG-NRT,JP,285,5403,0.808,2420
2023-03-05,HKG-NRT,JP,332,5672,0.822,1862
2023-03-06,HKG-NRT,JP,318,4776,0.836,2688
2023-03-07,HKG-NRT,JP,305,4759,0.787,2234
2023-03-08,HKG-NRT,JP,290,5337,0.753,1850
2023-03-09,HKG-NRT,JP,282,5332,0.745,1675
2023-03-10,HKG-NRT,JP,281,5789,0.789,1966
2023-03-11,HKG-NRT,JP,276,4789,0.829,1810
2023-03-12,HKG-NRT,JP,301,5849,0.818,2032
2023-03-13,HKG-NRT,JP,292,4577,0.857,1940
2023-03-14,HKG-NRT,JP,310,4780,0.825,2397
2023-03-15,HKG-NRT,JP,308,6396,0.836,1844
2023-03-16,HKG-NRT,JP,242,4543,0.838,1830
2023-03-17,HKG-NRT,JP,273,5525,0.85,2136
2023-03-18,HKG-NRT,JP,286,5280,0.792,2253
2023-03-19,HKG-NRT,JP,315,5328,0.889,2021
2023-03-20,HKG-NRT,JP,333,4800,0.849,2792
2023-03-21,HKG-NRT,JP,315,5539,0.826,2086
2023-03-22,HKG-NRT,JP,313,5744,0.847,2308
2023-03-23,HKG-NRT,JP,259,5826,0.769,1972
2023-03-24,HKG-NRT,JP,287,5768,0.777,2043
2023-03-25,HKG-NRT,JP,294,5172,0.841,2486
2023-03-26,HKG-NRT,JP,316,4941,0.786,1881
2023-03-27,HKG-NRT,JP,305,5446,0.834,2508
2023-03-28,HKG-NRT,JP,338,4941,0.832,2793
2023-03-29,HKG-NRT,JP,306,5787,0.833,2469
2023-03-30,HKG-NRT,JP,270,5636,0.831,2254
2023-03-31,HKG-NRT,JP,256,4869,0.822,1783
2023-04-01,HKG-NRT,JP,300,5695,0.8,2014
2023-04-02,HKG-NRT,JP,296,5031,0.801,2253
2023-04-03,HKG-NRT,JP,308,5136,0.813,1788
2023-04-04,HKG-NRT,JP,305,5395,0.803,2399
2023-04-05,HKG-NRT,JP,270,4590,0.768,1496
2023-04-06,HKG-NRT,JP,295,4500,0.799,1926
2023-04-07,HKG-NRT,JP,276,5702,0.793,1728
2023-04-08,HKG-NRT,JP,314,5442,0.801,2562
2023-04-09,HKG-NRT,JP,299,5427,0.833,2309
2023-04-10,HKG-NRT,JP,321,5201,0.844,2218
2023-04-11,HKG-NRT,JP,317,5123,0.854,1792
2023-04-12,HKG-NRT,JP,275,3908,0.804,2018
2023-04-13,HKG-NRT,JP,285,4422,0.791,2036
2023-04-14,HKG-NRT,JP,265,5422,0.785,1461
2023-04-15,HKG-NRT,JP,301,5650,0.821,2177
2023-04-16,HKG-NRT,JP,303,5518,0.788,1687
2023-04-17,HKG-NRT,JP,312,5207,0.793,2396
2023-04-18,HKG-NRT,JP,317,5655,0.772,2360
2023-04-19,HKG-NRT,JP,307,5500,0.808,2100
2023-04-20,HKG-NRT,JP,279,5354,0.811,1754
2023-04-21,HKG-NRT,JP,263,5428,0.815,2055
2023-04-22,HKG-NRT,JP,293,5955,0.796,2463
2023-04-23,HKG-NRT,JP,298,5716,0.854,1795
2023-04-24,HKG-NRT,JP,339,5447,0.809,2290
2023-04-25,HKG-NRT,JP,323,5638,0.797,2275
2023-04-26,HKG-NRT,JP,293,5037,0.885,1623
2023-04-27,HKG-NRT,JP,275,5750,0.795,1687
2023-04-28,HKG-NRT,JP,253,5059,0.828,2047
2023-04-29,HKG-NRT,JP,279,4876,0.825,2089
2023-04-30,HKG-NRT,JP,302,5618,0.802,2214
2023-05-01,HKG-NRT,JP,295,5254,0.76,2194
2023-05-02,HKG-NRT,JP,286,5939,0.876,2398
2023-05-03,HKG-NRT,JP,273,4806,0.813,2105
2023-05-04,HKG-NRT,JP,270,6007,0.79,1513
2023-05-05,HKG-NRT,JP,260,5731,0.701,2040
2023-05-06,HKG-NRT,JP,286,4972,0.837,2288
2023-05-07,HKG-NRT,JP,283,6129,0.767,1942
2023-05-08,HKG-NRT,JP,312,5038,0.811,2422
2023-05-09,HKG-NRT,JP,305,4864,0.813,2545
2023-05-10,HKG-NRT,JP,268,4907,0.769,1701
2023-05-11,HKG-NRT,JP,277,5301,0.866,1813
2023-05-12,HKG-NRT,JP,277,5253,0.832,2078
2023-05-13,HKG-NRT,JP,281,5323,0.787,1696
2023-05-14,HKG-NRT,JP,274,5576,0.805,1528
2023-05-15,HKG-NRT,JP,303,5183,0.858,1881
2023-05-16,HKG-NRT,JP,316,5013,0.844,1952
2023-05-17,HKG-NRT,JP,269,4720,0.802,1546
2023-05-18,HKG-NRT,JP,245,4947,0.81,1902
2023-05-19,HKG-NRT,JP,287,4657,0.882,1887
2023-05-20,HKG-NRT,JP,252,5225,0.762,1577
2023-05-21,HKG-NRT,JP,295,5168,0.79,2423
2023-05-22,HKG-NRT,JP,298,5714,0.811,2167
2023-05-23,HKG-NRT,JP,271,5178,0.766,1578
2023-05-24,HKG-NRT,JP,285,4503,0.853,2112
2023-05-25,HKG-NRT,JP,264,4815,0.824,1947
2023-05-26,HKG-NRT,JP,254,5334,0.746,1453
2023-05-27,HKG-NRT,JP,260,5397,0.799,2060
2023-05-28,HKG-NRT,JP,279,5491,0.805,1836
2023-05-29,HKG-NRT,JP,304,5222,0.801,2244
2023-05-30,HKG-NRT,JP,289,5185,0.8,2087
2023-05-31,HKG-NRT,JP,275,4913,0.776,1729
2023-06-01,HKG-NRT,JP,271,5328,0.789,1892
2023-06-02,HKG-NRT,JP,269,4243,0.827,1670
2023-06-03,HKG-NRT,JP,252,5034,0.861,2107
2023-06-04,HKG-NRT,JP,297,5400,0.761,1879
2023-06-05,HKG-NRT,JP,286,4907,0.816,1700
2023-06-06,HKG-NRT,JP,298,4437,0.819,1731
2023-06-07,HKG-NRT,JP,263,5378,0.767,1951
2023-06-08,HKG-NRT,JP,253,4973,0.782,1498
2023-06-09,HKG-NRT,JP,245,5253,0.784,1757
2023-06-10,HKG-NRT,JP,289,5424,0.801,2138
2023-06-11,HKG-NRT,JP,268,5067,0.793,2051
2023-06-12,HKG-NRT,JP,294,5038,0.804,2219
2023-06-13,HKG-NRT,JP,322,4972,0.766,1832
2023-06-14,HKG-NRT,JP,275,5811,0.786,2217
2023-06-15,HKG-NRT,JP,262,5170,0.792,1549
2023-06-16,HKG-NRT,JP,263,5417,0.78,1949
2023-06-17,HKG-NRT,JP,290,5356,0.839,2228
2023-06-18,HKG-NRT,JP,281,5296,0.836,2127
2023-06-19,HKG-NRT,JP,287,4959,0.823,2015
2023-06-20,HKG-NRT,JP,271,6375,0.758,2257
2023-06-21,HKG-NRT,JP,247,5305,0.87,1397
2023-06-22,HKG-NRT,JP,236,5243,0.763,1811
2023-06-23,HKG-NRT,JP,238,5525,0.749,1840
2023-06-24,HKG-NRT,JP,254,4591,0.842,1672
2023-06-25,HKG-NRT,JP,257,5424,0.78,2160
2023-06-26,HKG-NRT,JP,306,4829,0.815,1705
2023-06-27,HKG-NRT,JP,280,5444,0.784,1663
2023-06-28,HKG-NRT,JP,251,5565,0.76,1755
2023-06-29,HKG-NRT,JP,231,5246,0.751,1588
2023-06-30,HKG-NRT,JP,229,4842,0.773,1722
2023-07-01,HKG-NRT,JP,275,5381,0.827,1552
2023-07-02,HKG-NRT,JP,295,5654,0.845,2295
2023-07-03,HKG-NRT,JP,313,5169,0.789,2417
2023-07-04,HKG-NRT,JP,324,6086,0.803,2053
2023-07-05,HKG-NRT,JP,276,5424,0.821,1851
2023-07-06,HKG-NRT,JP,303,6422,0.858,2034
2023-07-07,HKG-NRT,JP,267,6117,0.792,2236
2023-07-08,HKG-NRT,JP,291,5961,0.817,2349
2023-07-09,HKG-NRT,JP,281,6697,0.803,1923
2023-07-10,HKG-NRT,JP,297,5067,0.836,2123
2023-07-11,HKG-NRT,JP,302,6368,0.799,1800
2023-07-12,HKG-NRT,JP,264,5657,0.878,2226
2023-07-13,HKG-NRT,JP,264,5552,0.8,2050
2023-07-14,HKG-NRT,JP,261,6086,0.771,2072
2023-07-15,HKG-NRT,JP,285,5292,0.833,1569
2023-07-16,HKG-NRT,JP,269,5889,0.753,2162
2023-07-17,HKG-NRT,JP,298,6703,0.849,2070
2023-07-18,HKG-NRT,JP,265,5485,0.765,1649
2023-07-19,HKG-NRT,JP,276,6274,0.798,1765
2023-07-20,HKG-NRT,JP,262,6355,0.81,1501
2023-07-21,HKG-NRT,JP,284,5701,0.797,2092
2023-07-22,HKG-NRT,JP,282,5885,0.812,2038
2023-07-23,HKG-NRT,JP,281,5665,0.823,2106
2023-07-24,HKG-NRT,JP,292,6281,0.812,2444
2023-07-25,HKG-NRT,JP,290,5203,0.82,2120
2023-07-26,HKG-NRT,JP,256,4895,0.792,1596
2023-07-27,HKG-NRT,JP,255,6139,0.868,1626
2023-07-28,HKG-NRT,JP,246,5545,0.793,1834
2023-07-29,HKG-NRT,JP,260,6298,0.83,2011
2023-07-30,HKG-NRT,JP,272,5621,0.823,1584
2023-07-31,HKG-NRT,JP,327,5621,0.818,2598
2023-08-01,HKG-NRT,JP,272,5772,0.792,1679
2023-08-02,HKG-NRT,JP,267,5753,0.841,1769
2023-08-03,HKG-NRT,JP,234,5717,0.725,1372
2023-08-04,HKG-NRT,JP,260,5722,0.827,1904
2023-08-05,HKG-NRT,JP,260,5616,0.828,1745
2023-08-06,HKG-NRT,JP,287,6558,0.801,2208
2023-08-07,HKG-NRT,JP,269,5333,0.826,1525
2023-08-08,HKG-NRT,JP,284,5885,0.843,1887
2023-08-09,HKG-NRT,JP,261,6076,0.78,1572
2023-08-10,HKG-NRT,JP,254,5824,0.784,2071
2023-08-11,HKG-NRT,JP,269,5631,0.789,1842
2023-08-12,HKG-NRT,JP,258,6145,0.824,1803
2023-08-13,HKG-NRT,JP,294,5889,0.844,1815
2023-08-14,HKG-NRT,JP,294,6298,0.862,1625
2023-08-15,HKG-NRT,JP,253,6148,0.82,2124
2023-08-16,HKG-NRT,JP,274,6747,0.824,2033
2023-08-17,HKG-NRT,JP,224,5982,0.766,1494
2023-08-18,HKG-NRT,JP,243,6058,0.789,1845
2023-08-19,HKG-NRT,JP,216,5927,0.815,1250
2023-08-20,HKG-NRT,JP,278,6625,0.813,1946
2023-08-21,HKG-NRT,JP,281,5837,0.786,2326
2023-08-22,HKG-NRT,JP,251,6085,0.796,1972
2023-08-23,HKG-NRT,JP,244,6074,0.815,1525
2023-08-24,HKG-NRT,JP,218,5237,0.809,1763
2023-08-25,HKG-NRT,JP,247,6593,0.842,1449
2023-08-26,HKG-NRT,JP,254,6183,0.818,2057
2023-08-27,HKG-NRT,JP,232,5621,0.812,1913
2023-08-28,HKG-NRT,JP,288,5820,0.816,2360
2023-08-29,HKG-NRT,JP,256,5582,0.806,2020
2023-08-30,HKG-NRT,JP,262,6143,0.833,1600
2023-08-31,HKG-NRT,JP,212,5836,0.864,1617
2023-09-01,HKG-NRT,JP,196,5428,0.792,1583
2023-09-02,HKG-NRT,JP,233,5180,0.784,1458
2023-09-03,HKG-NRT,JP,242,4933,0.74,1631
2023-09-04,HKG-NRT,JP,203,5124,0.809,1442
2023-09-05,HKG-NRT,JP,240,5511,0.863,2020
2023-09-06,HKG-NRT,JP,218,5066,0.809,1532
2023-09-07,HKG-NRT,JP,226,5027,0.826,1382
2023-09-08,HKG-NRT,JP,202,5478,0.781,1276
2023-09-09,HKG-NRT,JP,209,4955,0.766,1293
2023-09-10,HKG-NRT,JP,236,4731,0.782,1323
2023-09-11,HKG-NRT,JP,241,4505,0.788,1722
2023-09-12,HKG-NRT,JP,224,5815,0.758,1559
2023-09-13,HKG-NRT,JP,222,5024,0.729,1310
2023-09-14,HKG-NRT,JP,218,4719,0.85,1494
2023-09-15,HKG-NRT,JP,202,4738,0.774,1117
2023-09-16,HKG-NRT,JP,189,6437,0.752,1342
2023-09-17,HKG-NRT,JP,236,6012,0.822,1536
2023-09-18,HKG-NRT,JP,230,4460,0.813,1845
2023-09-19,HKG-NRT,JP,211,5249,0.79,1168
2023-09-20,HKG-NRT,JP,231,5554,0.805,1935
2023-09-21,HKG-NRT,JP,223,4913,0.835,1451
2023-09-22,HKG-NRT,JP,207,5683,0.683,1225
2023-09-23,HKG-NRT,JP,225,5638,0.747,1349
2023-09-24,HKG-NRT,JP,186,5423,0.709,1420
2023-09-25,HKG-NRT,JP,243,5051,0.807,1451
2023-09-26,HKG-NRT,JP,225,4768,0.802,1453
2023-09-27,HKG-NRT,JP,183,5199,0.758,1095
2023-09-28,HKG-NRT,JP,190,6042,0.772,1497
2023-09-29,HKG-NRT,JP,202,5671,0.79,1284
2023-09-30,HKG-NRT,JP,219,4484,0.727,1289
2023-10-01,HKG-NRT,JP,218,5494,0.781,1624
2023-10-02,HKG-NRT,JP,209,5245,0.736,1219
2023-10-03,HKG-NRT,JP,195,5396,0.725,1378
2023-10-04,HKG-NRT,JP,222,5345,0.733,1660
2023-10-05,HKG-NRT,JP,178,4538,0.765,1208
2023-10-06,HKG-NRT,JP,206,5503,0.774,1147
2023-10-07,HKG-NRT,JP,194,5065,0.729,1168
2023-10-08,HKG-NRT,JP,223,5201,0.874,1877
2023-10-09,HKG-NRT,JP,225,4652,0.772,1285
2023-10-10,HKG-NRT,JP,234,5061,0.782,1961
2023-10-11,HKG-NRT,JP,190,4976,0.756,1562
2023-10-12,HKG-NRT,JP,208,5151,0.768,1609
2023-10-13,HKG-NRT,JP,208,4958,0.798,1589
2023-10-14,HKG-NRT,JP,208,4820,0.775,1741
2023-10-15,HKG-NRT,JP,218,5013,0.797,1741
2023-10-16,HKG-NRT,JP,224,4555,0.797,1301
2023-10-17,HKG-NRT,JP,226,5313,0.727,1691
2023-10-18,HKG-NRT,JP,218,5518,0.784,1351
2023-10-19,HKG-NRT,JP,219,5423,0.744,1734
2023-10-20,HKG-NRT,JP,205,5536,0.759,1710
2023-10-21,HKG-NRT,JP,187,4812,0.704,1196
2023-10-22,HKG-NRT,JP,246,6114,0.8,1675
2023-10-23,HKG-NRT,JP,227,5449,0.737,1461
2023-10-24,HKG-NRT,JP,245,4811,0.77,1441
2023-10-25,HKG-NRT,JP,217,4987,0.782,1812
2023-10-26,HKG-NRT,JP,231,5197,0.785,1344
2023-10-27,HKG-NRT,JP,196,4694,0.778,1202
2023-10-28,HKG-NRT,JP,219,5209,0.737,1210
2023-10-29,HKG-NRT,JP,244,4732,0.785,1722
2023-10-30,HKG-NRT,JP,223,5354,0.796,1506
2023-10-31,HKG-NRT,JP,214,4559,0.786,1205
2023-11-01,HKG-NRT,JP,241,6041,0.85,1678
2023-11-02,HKG-NRT,JP,214,5616,0.801,1271
2023-11-03,HKG-NRT,JP,224,5250,0.787,1304
2023-11-04,HKG-NRT,JP,226,5141,0.798,1848
2023-11-05,HKG-NRT,JP,232,5231,0.81,1894
2023-11-06,HKG-NRT,JP,216,5489,0.755,1246
2023-11-07,HKG-NRT,JP,217,5369,0.777,1762
2023-11-08,HKG-NRT,JP,213,5741,0.764,1200
2023-11-09,HKG-NRT,JP,224,5584,0.814,1395
2023-11-10,HKG-NRT,JP,234,5517,0.861,1501
2023-11-11,HKG-NRT,JP,196,5253,0.762,1136
2023-11-12,HKG-NRT,JP,249,5213,0.787,1856
2023-11-13,HKG-NRT,JP,236,5107,0.819,1795
2023-11-14,HKG-NRT,JP,250,5179,0.731,1569
2023-11-15,HKG-NRT,JP,212,5196,0.757,1168
2023-11-16,HKG-NRT,JP,198,4712,0.808,1501
2023-11-17,HKG-NRT,JP,213,5651,0.805,1685
2023-11-18,HKG-NRT,JP,228,5554,0.826,1760
2023-11-19,HKG-NRT,JP,212,5028,0.798,1206
2023-11-20,HKG-NRT,JP,267,5223,0.805,1737
2023-11-21,HKG-NRT,JP,236,5324,0.815,1553
2023-11-22,HKG-NRT,JP,222,5598,0.784,1378
2023-11-23,HKG-NRT,JP,194,4540,0.792,1095
2023-11-24,HKG-NRT,JP,214,5418,0.801,1684
2023-11-25,HKG-NRT,JP,218,5330,0.807,1651
2023-11-26,HKG-NRT,JP,240,5147,0.803,1591
2023-11-27,HKG-NRT,JP,241,5774,0.774,1374
2023-11-28,HKG-NRT,JP,221,4950,0.797,1529
2023-11-29,HKG-NRT,JP,239,5481,0.852,1814
2023-11-30,HKG-NRT,JP,198,4809,0.75,1201
2023-12-01,HKG-NRT,JP,257,6423,0.844,1449
2023-12-02,HKG-NRT,JP,299,5672,0.768,2038
2023-12-03,HKG-NRT,JP,260,5485,0.815,2124
2023-12-04,HKG-NRT,JP,291,5287,0.813,1867
2023-12-05,HKG-NRT,JP,288,5450,0.775,1637
2023-12-06,HKG-NRT,JP,278,5998,0.784,2352
2023-12-07,HKG-NRT,JP,266,5419,0.823,2157
2023-12-08,HKG-NRT,JP,247,5910,0.864,1880
2023-12-09,HKG-NRT,JP,277,6006,0.755,1999
2023-12-10,HKG-NRT,JP,257,6646,0.844,1681
2023-12-11,HKG-NRT,JP,302,5113,0.812,2392
2023-12-12,HKG-NRT,JP,295,5574,0.763,1815
2023-12-13,HKG-NRT,JP,277,5018,0.779,1832
2023-12-14,HKG-NRT,JP,264,5935,0.786,1892
2023-12-15,HKG-NRT,JP,268,6334,0.792,1960
2023-12-16,HKG-NRT,JP,273,5416,0.775,2134
2023-12-17,HKG-NRT,JP,274,5976,0.749,1829
2023-12-18,HKG-NRT,JP,288,5660,0.83,1895
2023-12-19,HKG-NRT,JP,285,5768,0.789,2046
2023-12-20,HKG-NRT,JP,274,6223,0.791,1906
2023-12-21,HKG-NRT,JP,278,5366,0.797,1690
2023-12-22,HKG-NRT,JP,284,5073,0.77,2237
2023-12-23,HKG-NRT,JP,297,6414,0.858,1843
2023-12-24,HKG-NRT,JP,304,6209,0.785,2334
2023-12-25,HKG-NRT,JP,320,5368,0.825,2261
2023-12-26,HKG-NRT,JP,310,6276,0.847,1725
2023-12-27,HKG-NRT,JP,285,5888,0.793,2111
2023-12-28,HKG-NRT,JP,315,5923,0.838,2378
2023-12-29,HKG-NRT,JP,293,6193,0.838,2180
2023-12-30,HKG-NRT,JP,308,6432,0.83,2526
2023-12-31,HKG-NRT,JP,324,5416,0.807,2274
2024-01-01,HKG-NRT,JP,280,5989,0.78,2084
2024-01-02,HKG-NRT,JP,295,5635,0.805,1738
2024-01-03,HKG-NRT,JP,281,5417,0.786,1943
2024-01-04,HKG-NRT,JP,240,5525,0.776,1443
2024-01-05,HKG-NRT,JP,250,5393,0.792,1837
2024-01-06,HKG-NRT,JP,290,5086,0.799,1965
2024-01-07,HKG-NRT,JP,286,5582,0.811,1816
2024-01-08,HKG-NRT,JP,349,5432,0.854,2875
2024-01-09,HKG-NRT,JP,312,6009,0.806,2073
2024-01-10,HKG-NRT,JP,276,5103,0.838,1548
2024-01-11,HKG-NRT,JP,242,6411,0.767,1531
2024-01-12,HKG-NRT,JP,299,5554,0.812,1822
2024-01-13,HKG-NRT,JP,268,5543,0.814,1614
2024-01-14,HKG-NRT,JP,302,5627,0.764,2261
2024-01-15,HKG-NRT,JP,320,6504,0.827,2588
2024-01-16,HKG-NRT,JP,310,5470,0.835,1942
2024-01-17,HKG-NRT,JP,277,4882,0.815,2217
2024-01-18,HKG-NRT,JP,282,5983,0.84,1918
2024-01-19,HKG-NRT,JP,271,5705,0.841,1533
2024-01-20,HKG-NRT,JP,307,5410,0.815,2273
2024-01-21,HKG-NRT,JP,314,6142,0.754,2326
2024-01-22,HKG-NRT,JP,323,5001,0.848,2202
2024-01-23,HKG-NRT,JP,312,6448,0.854,2367
2024-01-24,HKG-NRT,JP,305,5543,0.88,1725
2024-01-25,HKG-NRT,JP,276,4988,0.824,2144
2024-01-26,HKG-NRT,JP,267,5810,0.795,2095
2024-01-27,HKG-NRT,JP,308,5344,0.84,2070
2024-01-28,HKG-NRT,JP,315,5378,0.859,2350
2024-01-29,HKG-NRT,JP,349,6419,0.818,2704
2024-01-30,HKG-NRT,JP,319,6087,0.816,2170
2024-01-31,HKG-NRT,JP,297,5431,0.855,2087
2024-02-01,HKG-NRT,JP,310,5840,0.813,2372
2024-02-02,HKG-NRT,JP,300,5986,0.848,2348
2024-02-03,HKG-NRT,JP,310,5880,0.811,2145
2024-02-04,HKG-NRT,JP,315,5509,0.845,2529
2024-02-05,HKG-NRT,JP,316,5349,0.814,2243
